thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,[-0.2361111111111111],[0.32037037037037036],[1],[0],[0],[1.4234094000421464],['target'],10,0,10,0,14.51303629996255,,10,14.499625399708748,14.51303629996255,14.51303629996255,0.029800799675285816,15.923582599963993,[-0.2361111111111111],[0.32037037037037036],[1],[0],[0],[1.4234094000421464],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
11,0,11,[-0.3101851851851852],[-0.26481481481481484],[1],[0],[0],[6.6668948996812105],['target'],11,0,11,0,15.94968849979341,,5,15.93955359980464,15.94968849979341,15.94968849979341,0.01585640013217926,22.606785299722105,[-0.3101851851851852],[-0.26481481481481484],[1],[0],[0],[6.6668948996812105],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
12,0,12,[0.3287037037037037],[0.4027777777777778],[1],[0],[0],[1.8363307998515666],['target'],12,0,12,0,22.629731599707156,,5,22.62033770000562,22.629731599707156,22.629731599707156,0.013418599963188171,24.457166200038046,[0.3287037037037037],[0.4027777777777778],[1],[0],[0],[1.8363307998515666],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
13,0,13,[0.4462962962962963],[-0.014814814814814815],[1],[0],[0],[1.168791700154543],['target'],13,0,13,0,24.479951799847186,,5,24.47103750007227,24.479951799847186,24.479951799847186,0.013692199718207121,25.640252799727023,[0.4462962962962963],[-0.014814814814814815],[1],[0],[0],[1.168791700154543],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
14,0,14,[-0.12777777777777777],[0.1361111111111111],[1],[0],[0],[1.5000591999851167],['target'],14,0,14,0,25.66600349964574,,5,25.655813599936664,25.66600349964574,25.66600349964574,0.015392200089991093,27.156401899643242,[-0.12777777777777777],[0.1361111111111111],[1],[0],[0],[1.5000591999851167],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
15,0,15,[-0.35648148148148145],[-0.3592592592592593],[1],[0],[0],[1.7733570002019405],['target'],15,0,15,0,27.200116199906915,,10,27.187332399655133,27.200116199906915,27.200116199906915,0.030807099770754576,28.961179599631578,[-0.35648148148148145],[-0.3592592592592593],[1],[0],[0],[1.7733570002019405],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
16,0,16,[0.24537037037037038],[0.06388888888888888],[1],[0],[0],[1.0427421000786126],['target'],16,0,16,0,29.000559899955988,,10,28.988039399962872,29.000559899955988,29.000559899955988,0.026698300149291754,30.031240900047123,[0.24537037037037038],[0.06388888888888888],[1],[0],[0],[1.0427421000786126],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
17,0,17,[-0.175],[0.21666666666666667],[1],[0],[0],[1.0163527000695467],['target'],17,0,17,0,30.058444099966437,,5,30.0489392997697,30.058444099966437,30.058444099966437,0.01749469991773367,31.065723599866033,[-0.175],[0.21666666666666667],[1],[0],[0],[1.0163527000695467],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
18,0,18,[0.4388888888888889],[-0.004629629629629629],[1],[0],[0],[1.119048499967903],['target'],18,0,18,0,31.08797449991107,,5,31.079158399719745,31.08797449991107,31.08797449991107,0.01330379955470562,32.19867909979075,[0.4388888888888889],[-0.004629629629629629],[1],[0],[0],[1.119048499967903],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
19,0,19,[-0.2324074074074074],[-0.09907407407407408],[1],[0],[0],[1.0346456998959184],['target'],19,0,19,0,32.22363429982215,,5,32.21392859984189,32.22363429982215,32.22363429982215,0.015111299697309732,33.24907090002671,[-0.2324074074074074],[-0.09907407407407408],[1],[0],[0],[1.0346456998959184],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
20,0,20,[-0.42685185185185187],[-0.17592592592592593],[1],[0],[0],[0.9321334999985993],['target'],20,0,20,0,33.27796350000426,,5,33.266656999941915,33.27796350000426,33.27796350000426,0.017444500233978033,34.19929639995098,[-0.42685185185185187],[-0.17592592592592593],[1],[0],[0],[0.9321334999985993],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
21,0,21,[0.4166666666666667],[-0.14537037037037037],[1],[0],[0],[2.051317499950528],['target'],21,0,21,0,34.25858270004392,,10,34.238900899887085,34.25858270004392,34.25858270004392,0.03947089985013008,36.290609299670905,[0.4166666666666667],[-0.14537037037037037],[1],[0],[0],[2.051317499950528],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
22,0,22,[-0.14444444444444443],[0.43333333333333335],[1],[0],[0],[2.218350399751216],['target'],22,0,22,0,36.314617400057614,,5,36.30542699992657,36.314617400057614,36.314617400057614,0.014602500014007092,38.524188899900764,[-0.14444444444444443],[0.43333333333333335],[1],[0],[0],[2.218350399751216],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
23,0,23,[0.48518518518518516],[0.11296296296296296],[1],[0],[0],[1.0839068000204861],['target'],23,0,23,0,38.5487731997855,,5,38.53964599967003,38.5487731997855,38.5487731997855,0.015330699738115072,39.62403679965064,[0.48518518518518516],[0.11296296296296296],[1],[0],[0],[1.0839068000204861],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
24,0,24,[0.21296296296296297],[0.26851851851851855],[1],[0],[0],[1.2104835999198258],['target'],24,0,24,0,39.66442979965359,,10,39.65074889967218,39.66442979965359,39.66442979965359,0.026500900276005268,40.8616482000798,[0.21296296296296297],[0.26851851851851855],[1],[0],[0],[1.2104835999198258],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
25,0,25,[0.2074074074074074],[0.2564814814814815],[1],[0],[0],[0.7940488997846842],['target'],25,0,25,0,40.901612899731845,,10,40.88824789971113,40.901612899731845,40.901612899731845,0.026439199689775705,41.68271859968081,[0.2074074074074074],[0.2564814814814815],[1],[0],[0],[0.7940488997846842],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
26,0,26,[-0.030555555555555555],[0.4166666666666667],[1],[0],[0],[1.1705640000291169],['target'],26,0,26,0,41.72819059994072,,10,41.71577399969101,41.72819059994072,41.72819059994072,0.032896900083869696,42.88675950001925,[-0.030555555555555555],[0.4166666666666667],[1],[0],[0],[1.1705640000291169],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
27,0,27,[-0.1259259259259259],[0.04351851851851852],[1],[0],[0],[1.2892089998349547],['target'],27,0,27,0,42.930673900060356,,10,42.91753139998764,42.930673900060356,42.930673900060356,0.030553100164979696,44.20717229973525,[-0.1259259259259259],[0.04351851851851852],[1],[0],[0],[1.2892089998349547],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
28,0,28,"[-0.19814814814814816, -0.18981481481481483]","[0.23333333333333334, 0.22592592592592592]","[1, 1]","[0, 0]","[0, 0]","[0.9779543997719884, 1.642948199994862]","[None, 'target']",28,0,28,0,44.24661159981042,,10,44.2337663997896,44.24661159981042,44.24661159981042,0.026352200191468,45.87734659994021,"[-0.19814814814814816, -0.18981481481481483]","[0.23333333333333334, 0.22592592592592592]","[1, 1]","[0, 0]","[0, 0]","[0.9779543997719884, 1.642948199994862]","[None, 'target']",03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
29,0,29,[0.022222222222222223],[0.21388888888888888],[1],[0],[0],[1.02212049998343],['target'],29,0,29,0,45.92290459992364,,10,45.91002119984478,45.92290459992364,45.92290459992364,0.032491200137883425,46.932624499779195,[0.022222222222222223],[0.21388888888888888],[1],[0],[0],[1.02212049998343],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
30,0,30,[0.4212962962962963],[-0.3685185185185185],[1],[0],[0],[2.1568607999943197],['target'],30,0,30,0,46.97540199989453,,10,46.962595799937844,46.97540199989453,46.97540199989453,0.029756699688732624,49.11989949969575,[0.4212962962962963],[-0.3685185185185185],[1],[0],[0],[2.1568607999943197],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
31,0,31,[0.03333333333333333],[-0.13055555555555556],[1],[0],[0],[1.91930599976331],['target'],31,0,31,0,49.14232259988785,,5,49.13351959967986,49.14232259988785,49.14232259988785,0.013456300366669893,51.053395399823785,[0.03333333333333333],[-0.13055555555555556],[1],[0],[0],[1.91930599976331],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
32,0,32,[-0.24074074074074073],[0.27685185185185185],[1],[0],[0],[1.8051135996356606],['target'],32,0,32,0,51.09768769983202,,10,51.08489089971408,51.09768769983202,51.09768769983202,0.0313233002088964,52.890536999795586,[-0.24074074074074073],[0.27685185185185185],[1],[0],[0],[1.8051135996356606],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
33,0,33,[0.37777777777777777],[-0.4787037037037037],[1],[0],[0],[1.690699900034815],['target'],33,0,33,0,52.933754299767315,,10,52.920558699872345,52.933754299767315,52.933754299767315,0.02985940035432577,54.61173760006204,[0.37777777777777777],[-0.4787037037037037],[1],[0],[0],[1.690699900034815],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
34,0,34,[-0.4638888888888889],[0.021296296296296296],[1],[0],[0],[2.9037033999338746],['target'],34,0,34,0,54.65774199971929,,10,54.64453489985317,54.65774199971929,54.65774199971929,0.032587199937552214,57.54877100000158,[-0.4638888888888889],[0.021296296296296296],[1],[0],[0],[2.9037033999338746],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
35,0,35,[0.025925925925925925],[0.32592592592592595],[1],[0],[0],[1.2583194999024272],['target'],35,0,35,0,57.59031579969451,,10,57.57754680002108,57.59031579969451,57.59031579969451,0.028590000234544277,58.83627739967778,[0.025925925925925925],[0.32592592592592595],[1],[0],[0],[1.2583194999024272],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
36,0,36,[0.11851851851851852],[-0.17222222222222222],[1],[0],[0],[1.1867960002273321],['target'],36,0,36,0,58.85910560004413,,5,58.849980799946934,58.85910560004413,58.85910560004413,0.013536599930375814,60.037217599805444,[0.11851851851851852],[-0.17222222222222222],[1],[0],[0],[1.1867960002273321],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
37,0,37,[-0.2111111111111111],[0.4527777777777778],[1],[0],[0],[1.351972300093621],['target'],37,0,37,0,60.0602639997378,,5,60.05078599974513,60.0602639997378,60.0602639997378,0.013434099964797497,61.403205699753016,[-0.2111111111111111],[0.4527777777777778],[1],[0],[0],[1.351972300093621],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
38,0,38,[0.3611111111111111],[0.36574074074074076],[1],[0],[0],[1.1545899999327958],['target'],38,0,38,0,61.449652099981904,,10,61.43619389971718,61.449652099981904,61.449652099981904,0.03281159978359938,62.59119929978624,[0.3611111111111111],[0.36574074074074076],[1],[0],[0],[1.1545899999327958],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
39,0,39,[0.44351851851851853],[0.05277777777777778],[1],[0],[0],[1.4559041000902653],['target'],39,0,39,0,62.634784899652004,,10,62.62091659987345,62.634784899652004,62.634784899652004,0.029554199893027544,64.07726749964058,[0.44351851851851853],[0.05277777777777778],[1],[0],[0],[1.4559041000902653],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
40,0,40,[0.27685185185185185],[0.11203703703703703],[1],[0],[0],[1.0943942000158131],['target'],40,0,40,0,64.11695409985259,,10,64.10406959988177,64.11695409985259,64.11695409985259,0.026560300029814243,65.19887109985575,[0.27685185185185185],[0.11203703703703703],[1],[0],[0],[1.0943942000158131],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
41,0,41,[0.4787037037037037],[-0.002777777777777778],[1],[0],[0],[1.1329010999761522],['target'],41,0,41,0,65.224800999742,,5,65.21552559966221,65.224800999742,65.224800999742,0.016498100012540817,66.34895749995485,[0.4787037037037037],[-0.002777777777777778],[1],[0],[0],[1.1329010999761522],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
42,0,42,[0.2796296296296296],[0.43703703703703706],[1],[0],[0],[1.1157819000072777],['target'],42,0,42,0,66.37501739989966,,5,66.36573599977419,66.37501739989966,66.37501739989966,0.01658400008454919,67.48194349976256,[0.2796296296296296],[0.43703703703703706],[1],[0],[0],[1.1157819000072777],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
43,0,43,[-0.3527777777777778],[0.42962962962962964],[1],[0],[0],[2.074181200005114],['target'],43,0,43,0,67.52618160005659,,10,67.51172690000385,67.52618160005659,67.52618160005659,0.02965879999101162,69.58636579988524,[-0.3527777777777778],[0.42962962962962964],[1],[0],[0],[2.074181200005114],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
44,0,44,[-0.4305555555555556],[0.2222222222222222],[1],[0],[0],[1.084951899945736],['target'],44,0,44,0,69.6105168000795,,5,69.60084269987419,69.6105168000795,69.6105168000795,0.014265000354498625,70.68621600000188,[-0.4305555555555556],[0.2222222222222222],[1],[0],[0],[1.084951899945736],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
45,0,45,[-0.2361111111111111],[-0.3277777777777778],[1],[0],[0],[2.1563868997618556],['target'],45,0,45,0,70.7293843999505,,10,70.71643339982256,70.7293843999505,70.7293843999505,0.030092999804764986,72.87324569979683,[-0.2361111111111111],[-0.3277777777777778],[1],[0],[0],[2.1563868997618556],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
46,0,46,[0.23703703703703705],[0.06574074074074074],[1],[0],[0],[1.1429966003634036],['target'],46,0,46,0,72.91352010006085,,10,72.90082519967109,72.91352010006085,72.91352010006085,0.027420800179243088,74.04427199997008,[0.23703703703703705],[0.06574074074074074],[1],[0],[0],[1.1429966003634036],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
47,0,47,[0.08888888888888889],[-0.3509259259259259],[1],[0],[0],[2.9887812002561986],['target'],47,0,47,0,74.0880974996835,,10,74.07559879962355,74.0880974996835,74.0880974996835,0.031075199600309134,77.06480659963563,[0.08888888888888889],[-0.3509259259259259],[1],[0],[0],[2.9887812002561986],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
48,0,48,[-0.11944444444444445],[-0.44907407407407407],[1],[0],[0],[2.0569378999061882],['target'],48,0,48,0,77.10953389992937,,10,77.09560399968177,77.10953389992937,77.10953389992937,0.03064460027962923,79.15298349969089,[-0.11944444444444445],[-0.44907407407407407],[1],[0],[0],[2.0569378999061882],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
49,0,49,[0.06944444444444445],[-0.41759259259259257],[1],[0],[0],[1.091133600100875],['target'],49,0,49,0,79.194689899683,,10,79.18217669986188,79.194689899683,79.194689899683,0.0289686000905931,80.27375699998811,[0.06944444444444445],[-0.41759259259259257],[1],[0],[0],[1.091133600100875],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
50,0,50,"[-0.008333333333333333, 0.021296296296296296]","[0.47314814814814815, 0.49722222222222223]","[1, 1]","[0, 0]","[0, 0]","[2.0034004002809525, 2.6685037999413908]","[None, 'target']",50,0,50,0,80.29763239994645,,5,80.28689910005778,80.29763239994645,80.29763239994645,0.012980199884623289,82.95583690004423,"[-0.008333333333333333, 0.021296296296296296]","[0.47314814814814815, 0.49722222222222223]","[1, 1]","[0, 0]","[0, 0]","[2.0034004002809525, 2.6685037999413908]","[None, 'target']",03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
51,0,51,[0.026851851851851852],[-0.3861111111111111],[1],[0],[0],[2.1565638002939522],['target'],51,0,51,0,83.00257779983804,,10,82.98738180007786,83.00257779983804,83.00257779983804,0.031388900242745876,85.14437149977311,[0.026851851851851852],[-0.3861111111111111],[1],[0],[0],[2.1565638002939522],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
52,0,52,"[0.14351851851851852, 0.13703703703703704]","[0.38796296296296295, 0.3888888888888889]","[1, 1]","[0, 0]","[0, 0]","[1.3685576999559999, 2.0844976999796927]","[None, 'target']",52,0,52,0,85.16829459974542,,5,85.15893989987671,85.16829459974542,85.16829459974542,0.014416699763387442,87.2438705000095,"[0.14351851851851852, 0.13703703703703704]","[0.38796296296296295, 0.3888888888888889]","[1, 1]","[0, 0]","[0, 0]","[1.3685576999559999, 2.0844976999796927]","[None, 'target']",03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
53,0,53,[0.06296296296296296],[-0.1111111111111111],[1],[0],[0],[1.7935167998075485],['target'],53,0,53,0,87.28313669981435,,10,87.27049669995904,87.28313669981435,87.28313669981435,0.026471899822354317,89.06443169992417,[0.06296296296296296],[-0.1111111111111111],[1],[0],[0],[1.7935167998075485],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
54,0,54,[-0.33425925925925926],[0.08425925925925926],[1],[0],[0],[1.0841169999912381],['target'],54,0,54,0,89.08902759989724,,5,89.0804560999386,89.08902759989724,89.08902759989724,0.015874700155109167,90.16511829989031,[-0.33425925925925926],[0.08425925925925926],[1],[0],[0],[1.0841169999912381],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
55,0,55,[0.05555555555555555],[0.35555555555555557],[1],[0],[0],[1.2586066001094878],['target'],55,0,55,0,90.20785730006173,,10,90.19313769973814,90.20785730006173,90.20785730006173,0.0278563997708261,91.4521870999597,[0.05555555555555555],[0.35555555555555557],[1],[0],[0],[1.2586066001094878],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
56,0,56,[-0.2574074074074074],[-0.1574074074074074],[1],[0],[0],[1.8690443001687527],['target'],56,0,56,0,91.4754977999255,,5,91.46649149991572,91.4754977999255,91.4754977999255,0.014100400265306234,93.33608199981973,[-0.2574074074074074],[-0.1574074074074074],[1],[0],[0],[1.8690443001687527],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
57,0,57,[0.15185185185185185],[0.45555555555555555],[1],[0],[0],[1.367292100097984],['target'],57,0,57,0,93.361501599662,,5,93.3518272000365,93.361501599662,93.361501599662,0.01558909984305501,94.71953029977158,[0.15185185185185185],[0.45555555555555555],[1],[0],[0],[1.367292100097984],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
58,0,58,[0.011111111111111112],[0.262037037037037],[1],[0],[0],[0.9989024000242352],['target'],58,0,58,0,94.74639749992639,,5,94.73631259985268,94.74639749992639,94.74639749992639,0.01662210002541542,95.73559969989583,[0.011111111111111112],[0.262037037037037],[1],[0],[0],[0.9989024000242352],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
59,0,59,[0.025925925925925925],[-0.29814814814814816],[1],[0],[0],[1.1686904998496175],['target'],59,0,59,0,95.75876489980146,,5,95.74975769966841,95.75876489980146,95.75876489980146,0.014031999744474888,96.91891760006547,[0.025925925925925925],[-0.29814814814814816],[1],[0],[0],[1.1686904998496175],['target'],03,001,2024-10-10_12h31.17.803,Visual Search,2024.2.1post4,59.746935815766605,2024-10-10 12h33.49.874365 +0530,
